# Every sprite in Celeste's atlases, generated -- see docs/celeste-assets.md.
# The dump mirrors this: celeste_graphics_dump/Graphics/Atlases/<atlas>/<path>.png
# frame is the untrimmed size the game draws; trim is the part actually stored.
atlas	path	frameW	frameH	trimX	trimY	trimW	trimH
Gameplay	characters/player/run_carry04	32	32	7	16	14	16
Gameplay	characters/player/run_carry05	32	32	7	17	14	15
Gameplay	characters/player/run_carry06	32	32	7	18	14	14
Gameplay	characters/player/run_carry07	32	32	7	19	14	13
Gameplay	characters/player/run_carry08	32	32	7	19	14	13
Gameplay	characters/player/run_carry09	32	32	7	19	14	13
Gameplay	characters/player/run_carry10	32	32	7	16	14	16
Gameplay	characters/player/run_carry11	32	32	7	18	14	14
Gameplay	characters/player/run_wind00	32	32	9	20	15	12
Gameplay	characters/player/run_wind01	32	32	9	21	15	11
Gameplay	characters/player/run_wind02	32	32	10	21	15	11
Gameplay	characters/player/run_wind03	32	32	10	21	15	11
Gameplay	characters/player/run_wind04	32	32	9	20	15	12
Gameplay	characters/player/run_wind05	32	32	9	20	15	12
Gameplay	characters/player/run_wind06	32	32	9	21	15	11
Gameplay	characters/player/run_wind07	32	32	9	21	15	11
Gameplay	characters/player/run_wind08	32	32	9	21	15	11
Gameplay	characters/player/run_wind09	32	32	9	21	15	11
Gameplay	characters/player/run_wind10	32	32	9	19	15	13
Gameplay	characters/player/run_wind11	32	32	9	20	15	12
Gameplay	characters/player/shaking00	32	32	8	21	15	11
Gameplay	characters/player/sitDown00	32	32	8	15	13	17
Gameplay	characters/player/sitDown01	32	32	8	16	14	16
Gameplay	characters/player/sitDown02	32	32	8	16	14	16
Gameplay	characters/player/sitDown03	32	32	6	15	16	17
Gameplay	characters/player/sitDown04	32	32	7	14	15	18
Gameplay	characters/player/sitDown05	32	32	7	14	15	18
Gameplay	characters/player/sitDown06	32	32	7	14	15	18
Gameplay	characters/player/sitDown07	32	32	7	14	15	18
Gameplay	characters/player/sitDown08	32	32	7	14	15	18
Gameplay	characters/player/sitDown09	32	32	7	14	15	18
Gameplay	characters/player/sitDown10	32	32	7	14	15	18
Gameplay	characters/player/sitDown11	32	32	7	15	15	17
Gameplay	characters/player/sitDown12	32	32	7	15	15	17
Gameplay	characters/player/sitDown13	32	32	7	16	15	16
Gameplay	characters/player/sitDown14	32	32	7	17	15	15
Gameplay	characters/player/sitDown15	32	32	7	19	15	13
Gameplay	characters/player/sleep00	32	32	8	15	13	17
Gameplay	characters/player/sleep01	32	32	8	16	14	16
Gameplay	characters/player/sleep02	32	32	8	16	14	16
Gameplay	characters/player/sleep03	32	32	6	15	16	17
Gameplay	characters/player/sleep04	32	32	7	14	15	18
Gameplay	characters/player/sleep05	32	32	7	14	15	18
Gameplay	characters/player/sleep06	32	32	7	14	15	18
Gameplay	characters/player/sleep07	32	32	7	14	15	18
Gameplay	characters/player/sleep08	32	32	7	14	15	18
Gameplay	characters/player/sleep09	32	32	7	14	15	18
Gameplay	characters/player/sleep10	32	32	7	14	15	18
Gameplay	characters/player/sleep11	32	32	7	15	15	17
Gameplay	characters/player/sleep12	32	32	7	15	15	17
Gameplay	characters/player/sleep13	32	32	7	16	15	16
Gameplay	characters/player/sleep14	32	32	7	17	15	15
Gameplay	characters/player/sleep15	32	32	7	19	15	13
Gameplay	characters/player/sleep16	32	32	7	18	15	14
Gameplay	characters/player/sleep17	32	32	7	18	15	14
Gameplay	characters/player/sleep18	32	32	7	18	15	14
Gameplay	characters/player/sleep19	32	32	7	18	15	14
Gameplay	characters/player/sleep20	32	32	7	18	15	14
Gameplay	characters/player/sleep21	32	32	7	18	15	14
Gameplay	characters/player/sleep22	32	32	7	18	15	14
Gameplay	characters/player/sleep23	32	32	7	18	15	14
Gameplay	characters/player/slide00	32	32	8	24	15	8
Gameplay	characters/player/slide01	32	32	9	24	15	8
Gameplay	characters/player/slide02	32	32	9	24	15	8
Gameplay	characters/player/spin00	32	32	9	16	11	16
Gameplay	characters/player/spin01	32	32	10	16	10	16
Gameplay	characters/player/spin02	32	32	8	16	12	16
Gameplay	characters/player/spin03	32	32	9	16	12	16
Gameplay	characters/player/spin04	32	32	10	16	11	16
Gameplay	characters/player/spin05	32	32	10	16	12	16
Gameplay	characters/player/spin06	32	32	10	16	13	16
Gameplay	characters/player/spin07	32	32	10	16	13	16
Gameplay	characters/player/spin08	32	32	11	16	11	16
Gameplay	characters/player/spin09	32	32	11	16	12	16
Gameplay	characters/player/spin10	32	32	10	16	14	16
Gameplay	characters/player/spin11	32	32	9	16	14	16
Gameplay	characters/player/spin12	32	32	9	16	15	16
Gameplay	characters/player/spin13	32	32	8	16	14	16
Gameplay	characters/player/starFly00	32	32	11	21	10	10
Gameplay	characters/player/starMorph00	32	32	3	4	26	27
Gameplay	characters/player/starMorph01	32	32	4	5	25	26
Gameplay	characters/player/starMorph02	32	32	7	12	17	19
Gameplay	characters/player/starMorph03	32	32	3	7	25	25
Gameplay	characters/player/starMorph04	32	32	7	14	17	17
Gameplay	characters/player/starMorph05	32	32	7	12	17	19
Gameplay	characters/player/starMorph06	32	32	5	10	23	22
Gameplay	characters/player/starMorph07	32	32	4	10	25	20
Gameplay	characters/player/starMorph08	32	32	3	10	26	20
Gameplay	characters/player/starMorph09	32	32	8	14	16	16
Gameplay	characters/player/starMorph10	32	32	7	13	18	18
Gameplay	characters/player/starMorph11	32	32	8	14	16	16
Gameplay	characters/player/starMorph12	32	32	8	14	16	16
Gameplay	characters/player/starMorph13	32	32	7	13	18	18
Gameplay	characters/player/starMorph14	32	32	8	14	16	16
Gameplay	characters/player/starMorph15	32	32	8	14	16	16
Gameplay	characters/player/starMorph16	32	32	7	13	18	18
Gameplay	characters/player/starMorph17	32	32	8	14	16	16
Gameplay	characters/player/startStarFly00	32	32	9	20	13	12
Gameplay	characters/player/startStarFly01	32	32	10	20	12	12
Gameplay	characters/player/startStarFly02	32	32	11	21	10	10
Gameplay	characters/player/startStarFly03	32	32	11	22	10	9
Gameplay	characters/player/startStarFlyWhite00	32	32	9	20	13	12
Gameplay	characters/player/startStarFlyWhite01	32	32	10	20	12	12
Gameplay	characters/player/startStarFlyWhite02	32	32	11	21	10	10
Gameplay	characters/player/startStarFlyWhite03	32	32	11	22	10	9
Gameplay	characters/player/sweat/climb00	32	32	10	18	1	1
Gameplay	characters/player/sweat/climb01	32	32	9	17	2	2
Gameplay	characters/player/sweat/climb02	32	32	7	16	3	4
Gameplay	characters/player/sweat/climb03	32	32	5	14	7	5
Gameplay	characters/player/sweat/climb04	32	32	5	13	7	5
Gameplay	characters/player/sweat/climb05	32	32	5	12	6	7
Gameplay	characters/player/sweat/climb06	32	32	8	12	2	2
Gameplay	characters/player/sweat/climb07	32	32	8	13	1	1
Gameplay	characters/player/sweat/danger00	32	32	6	15	4	5
Gameplay	characters/player/sweat/danger01	32	32	7	10	12	12
Gameplay	characters/player/sweat/danger02	32	32	6	9	13	12
Gameplay	characters/player/sweat/danger03	32	32	6	9	13	12
Gameplay	characters/player/sweat/danger04	32	32	6	8	13	13
Gameplay	characters/player/sweat/danger05	32	32	0	0	32	32
Gameplay	characters/player/sweat/idle00	32	32	0	0	32	32
Gameplay	characters/player/sweat/jump00	32	32	6	12	5	8
Gameplay	characters/player/sweat/jump01	32	32	7	12	4	8
Gameplay	characters/player/sweat/jump02	32	32	7	12	3	7
Gameplay	characters/player/sweat/jump03	32	32	7	12	2	7
Gameplay	characters/player/sweat/still00	32	32	12	15	5	4
Gameplay	characters/player/sweat/still01	32	32	14	16	2	2
Gameplay	characters/player/sweat/still02	32	32	13	16	6	2
Gameplay	characters/player/sweat/still03	32	32	12	15	6	3
Gameplay	characters/player/sweat/still04	32	32	14	14	2	2
Gameplay	characters/player/sweat/still05	32	32	13	14	2	1
Gameplay	characters/player/swim00	32	32	8	20	13	12
Gameplay	characters/player/swim01	32	32	8	20	13	12
Gameplay	characters/player/swim02	32	32	8	20	13	12
Gameplay	characters/player/swim03	32	32	8	20	14	12
Gameplay	characters/player/swim04	32	32	8	20	15	12
Gameplay	characters/player/swim05	32	32	8	20	14	12
Gameplay	characters/player/swim06	32	32	8	19	14	13
Gameplay	characters/player/swim07	32	32	8	19	13	13
Gameplay	characters/player/swim08	32	32	8	20	14	11
Gameplay	characters/player/swim09	32	32	8	20	13	11
Gameplay	characters/player/swim10	32	32	8	20	13	12
Gameplay	characters/player/swim11	32	32	8	20	13	12
Gameplay	characters/player/tentacle/grab00	32	128	9	15	13	113
Gameplay	characters/player/tentacle/grab01	32	128	9	15	13	113
Gameplay	characters/player/tentacle/grab02	32	128	9	15	17	113
Gameplay	characters/player/tentacle/grab03	32	128	9	15	18	113
Gameplay	characters/player/tentacle/grab04	32	128	7	15	19	113
Gameplay	characters/player/tentacle/grab05	32	128	6	15	21	113
Gameplay	characters/player/tentacle/grab06	32	128	3	15	25	113
Gameplay	characters/player/tentacle/grab07	32	128	2	15	28	113
Gameplay	characters/player/tentacle/grab08	32	128	2	15	28	113
Gameplay	characters/player/tentacle/grab09	32	128	2	15	28	113
Gameplay	characters/player/tentacle/grab10	32	128	2	15	28	113
Gameplay	characters/player/tentacle/grab11	32	128	1	15	30	113
Gameplay	characters/player/tentacle/grab12	32	128	8	19	15	109
Gameplay	characters/player/tentacle/grab13	32	128	7	18	18	110
Gameplay	characters/player/tentacle/grab14	32	128	7	17	18	111
Gameplay	characters/player/tentacle/grab15	32	128	7	17	18	111
Gameplay	characters/player/tentacle/grab16	32	128	7	17	18	111
Gameplay	characters/player/tentacle/grab17	32	128	7	17	18	111
Gameplay	characters/player/tentacle/grab18	32	128	8	17	17	111
Gameplay	characters/player/tentacle/grab19	32	128	8	19	15	109
Gameplay	characters/player/tentacle/grab20	32	128	7	17	18	111
Gameplay	characters/player/tentacle/grab21	32	128	7	17	18	111
Gameplay	characters/player/tentacle/grab22	32	128	7	17	18	111
Gameplay	characters/player/tentacle/grab23	32	128	8	17	17	111
Gameplay	characters/player/tentacle/grab24	32	128	9	19	14	109
Gameplay	characters/player/tentacle/grab25	32	128	10	23	13	105
Gameplay	characters/player/throw00	32	32	8	16	13	16
Gameplay	characters/player/throw01	32	32	10	18	13	14
Gameplay	characters/player/throw02	32	32	9	20	14	12
Gameplay	characters/player/throw03	32	32	9	20	13	12
Gameplay	characters/player/tired00	32	32	8	23	13	9
Gameplay	characters/player/tired01	32	32	8	24	13	8
Gameplay	characters/player/tired02	32	32	8	23	13	9
Gameplay	characters/player/tired03	32	32	8	22	13	10
Gameplay	characters/player/wakeUp/00	32	32	7	18	15	14
Gameplay	characters/player/wakeUp/01	32	32	7	18	15	14
Gameplay	characters/player/wakeUp/02	32	32	7	18	15	14
Gameplay	characters/player/wakeUp/03	32	32	7	18	15	14
Gameplay	characters/player/wakeUp/04	32	32	7	18	15	14
Gameplay	characters/player/wakeUp/05	32	32	7	18	15	14
Gameplay	characters/player/wakeUp/06	32	32	7	18	15	14
Gameplay	characters/player/wakeUp/07	32	32	7	18	15	14
Gameplay	characters/player/wakeUp/08	32	32	7	19	15	13
Gameplay	characters/player/wakeUp/09	32	32	7	18	15	14
Gameplay	characters/player/wakeUp/10	32	32	7	18	15	14
Gameplay	characters/player/wakeUp/11	32	32	7	18	15	14
Gameplay	characters/player/wakeUp/12	32	32	8	17	14	15
Gameplay	characters/player/wakeUp/13	32	32	8	16	14	16
Gameplay	characters/player/wakeUp/14	32	32	8	15	13	17
Gameplay	characters/player/walk00	32	32	7	20	14	12
Gameplay	characters/player/walk01	32	32	7	21	14	11
Gameplay	characters/player/walk02	32	32	7	21	14	11
Gameplay	characters/player/walk03	32	32	7	21	14	11
Gameplay	characters/player/walk04	32	32	7	20	14	12
Gameplay	characters/player/walk05	32	32	7	20	14	12
Gameplay	characters/player/walk06	32	32	7	21	14	11
Gameplay	characters/player/walk07	32	32	7	21	14	11
Gameplay	characters/player/walk08	32	32	7	21	14	11
Gameplay	characters/player/walk09	32	32	7	21	14	11
Gameplay	characters/player/walk10	32	32	7	20	14	12
Gameplay	characters/player/walk11	32	32	7	20	14	12
Gameplay	characters/player/walk_carry_theo00	48	48	11	9	20	23
Gameplay	characters/player/walk_carry_theo01	48	48	11	10	20	22
Gameplay	characters/player/walk_carry_theo02	48	48	11	10	20	22
Gameplay	characters/player/walk_carry_theo03	48	48	11	10	20	22
Gameplay	characters/player/walk_carry_theo04	48	48	11	10	20	22
Gameplay	characters/player/walk_carry_theo05	48	48	11	9	20	23
Gameplay	characters/player/walk_carry_theo06	48	48	11	9	20	23
Gameplay	characters/player/walk_carry_theo07	48	48	11	9	20	23
Gameplay	characters/player/walk_carry_theo08	48	48	11	10	19	22
Gameplay	characters/player/walk_carry_theo09	48	48	11	10	19	22
Gameplay	characters/player/walk_carry_theo10	48	48	11	10	20	22
Gameplay	characters/player/walk_carry_theo11	48	48	11	9	20	23
Gameplay	characters/player/walk_carry_theo12	48	48	13	8	19	24
Gameplay	characters/player/walk_carry_theo13	48	48	14	7	19	25
Gameplay	characters/player/walk_carry_theo14	48	48	15	7	18	25
Gameplay	characters/player/walk_carry_theo15	48	48	15	13	25	19
Gameplay	characters/player/walk_carry_theo16	48	48	15	19	28	16
Gameplay	characters/player/walk_carry_theo17	48	48	15	18	29	17
Gameplay	characters/player/walk_carry_theo18	48	48	15	19	28	16
Gameplay	characters/player_badeline/Swim12	32	32	7	21	14	10
Gameplay	characters/player_badeline/Swim13	32	32	7	21	14	11
Gameplay	characters/player_badeline/Swim14	32	32	8	22	13	10
Gameplay	characters/player_badeline/Swim15	32	32	8	22	14	10
Gameplay	characters/player_badeline/Swim16	32	32	8	22	15	10
Gameplay	characters/player_badeline/Swim17	32	32	8	22	15	10
Gameplay	characters/player_badeline/bangs00	10	10	1	0	8	7
Gameplay	characters/player_badeline/bangs01	10	10	1	0	8	7
Gameplay	characters/player_badeline/bangs02	10	10	1	0	8	8
Gameplay	characters/player_badeline/bigfall00	32	32	15	15	12	10
Gameplay	characters/player_badeline/bigfall01	32	32	15	15	12	10
Gameplay	characters/player_badeline/bigfall02	32	32	15	15	12	10
Gameplay	characters/player_badeline/bigfall03	32	32	15	15	12	10
Gameplay	characters/player_badeline/bigfall04	32	32	15	15	12	10
Gameplay	characters/player_badeline/bigfall05	32	32	15	16	12	10
Gameplay	characters/player_badeline/bigfall06	32	32	15	18	12	10
Gameplay	characters/player_badeline/bigfall07	32	32	14	18	11	12
Gameplay	characters/player_badeline/bigfall08	32	32	10	18	13	12
Gameplay	characters/player_badeline/bigfall09	32	32	9	19	12	12
Gameplay	characters/player_badeline/bigfall10	32	32	8	20	13	12
Gameplay	characters/player_badeline/bubble	32	32	5	5	23	23
Gameplay	characters/player_badeline/carrytheo_collapse00	32	32	0	20	30	12
Gameplay	characters/player_badeline/climb00	32	32	11	20	10	11
Gameplay	characters/player_badeline/climb01	32	32	11	20	10	10
Gameplay	characters/player_badeline/climb02	32	32	11	20	10	10
Gameplay	characters/player_badeline/climb03	32	32	11	20	10	11
Gameplay	characters/player_badeline/climb04	32	32	10	20	11	11
Gameplay	characters/player_badeline/climb05	32	32	10	20	11	11
Gameplay	characters/player_badeline/climb06	32	32	11	20	10	11
Gameplay	characters/player_badeline/climb07	32	32	11	20	10	11
Gameplay	characters/player_badeline/climb08	32	32	11	20	10	11
Gameplay	characters/player_badeline/climb09	32	32	11	20	10	11
Gameplay	characters/player_badeline/climb10	32	32	12	20	9	11
Gameplay	characters/player_badeline/climb11	32	32	13	20	8	11
Gameplay	characters/player_badeline/climb12	32	32	11	20	10	11
Gameplay	characters/player_badeline/climb13	32	32	10	20	11	11
Gameplay	characters/player_badeline/climb14	32	32	10	20	11	11
Gameplay	characters/player_badeline/dangling00	32	32	10	20	12	12
Gameplay	characters/player_badeline/dangling01	32	32	10	20	12	12
Gameplay	characters/player_badeline/dangling02	32	32	11	20	11	12
Gameplay	characters/player_badeline/dangling03	32	32	11	20	11	12
Gameplay	characters/player_badeline/dangling04	32	32	10	20	12	12
Gameplay	characters/player_badeline/dangling05	32	32	11	20	11	12
Gameplay	characters/player_badeline/dangling06	32	32	10	20	12	12
Gameplay	characters/player_badeline/dangling07	32	32	10	20	12	12
Gameplay	characters/player_badeline/dangling08	32	32	10	20	12	12
Gameplay	characters/player_badeline/dangling09	32	32	10	20	12	12
Gameplay	characters/player_badeline/dash00	32	32	8	20	15	12
Gameplay	characters/player_badeline/dash01	32	32	8	20	14	12
Gameplay	characters/player_badeline/dash02	32	32	8	20	14	12
Gameplay	characters/player_badeline/dash03	32	32	8	21	14	11
Gameplay	characters/player_badeline/deaddown00	32	32	11	20	11	12
Gameplay	characters/player_badeline/deaddown01	32	32	11	20	11	12
Gameplay	characters/player_badeline/deadside00	32	32	11	20	11	12
Gameplay	characters/player_badeline/deadside01	32	32	11	20	11	12
Gameplay	characters/player_badeline/deadup00	32	32	11	20	11	12
Gameplay	characters/player_badeline/deadup01	32	32	11	20	11	12
Gameplay	characters/player_badeline/death_h00	32	32	8	17	14	15
Gameplay	characters/player_badeline/death_h01	32	32	10	17	12	15
Gameplay	characters/player_badeline/death_h02	32	32	10	17	12	15
Gameplay	characters/player_badeline/death_h03	32	32	11	17	11	15
Gameplay	characters/player_badeline/death_h04	32	32	11	17	11	15
Gameplay	characters/player_badeline/death_h05	32	32	11	17	11	15
Gameplay	characters/player_badeline/death_h06	32	32	9	17	13	15
Gameplay	characters/player_badeline/death_h07	32	32	9	17	13	14
Gameplay	characters/player_badeline/death_h08	32	32	10	17	11	13
Gameplay	characters/player_badeline/death_h09	32	32	11	18	10	12
Gameplay	characters/player_badeline/death_h10	32	32	11	18	10	12
Gameplay	characters/player_badeline/death_h11	32	32	10	19	11	11
Gameplay	characters/player_badeline/death_h12	32	32	12	21	7	7
Gameplay	characters/player_badeline/death_h13	32	32	4	12	21	19
Gameplay	characters/player_badeline/death_h14	32	32	14	23	3	3
Gameplay	characters/player_badeline/dreamDash00	32	32	8	21	15	11
Gameplay	characters/player_badeline/dreamDash01	32	32	8	21	14	11
Gameplay	characters/player_badeline/dreamDash02	32	32	4	18	25	13
Gameplay	characters/player_badeline/dreamDash03	32	32	7	10	19	20
Gameplay	characters/player_badeline/dreamDash04	32	32	7	12	18	20
Gameplay	characters/player_badeline/dreamDash05	32	32	7	19	18	13
Gameplay	characters/player_badeline/dreamDash06	32	32	7	17	18	15
Gameplay	characters/player_badeline/dreamDash07	32	32	9	18	14	14
Gameplay	characters/player_badeline/dreamDash08	32	32	8	25	16	5
Gameplay	characters/player_badeline/dreamDash09	32	32	6	21	20	10
Gameplay	characters/player_badeline/dreamDash10	32	32	8	16	17	15
Gameplay	characters/player_badeline/dreamDash11	32	32	11	18	10	11
Gameplay	characters/player_badeline/dreamDash12	32	32	12	20	11	11
Gameplay	characters/player_badeline/dreamDash13	32	32	7	20	11	11
Gameplay	characters/player_badeline/dreamDash14	32	32	4	15	24	15
Gameplay	characters/player_badeline/dreamDash15	32	32	10	21	12	11
Gameplay	characters/player_badeline/dreamDash16	32	32	7	15	18	16
Gameplay	characters/player_badeline/dreamDash17	32	32	6	18	19	14
Gameplay	characters/player_badeline/dreamDash18	32	32	6	18	20	14
Gameplay	characters/player_badeline/dreamDash19	32	32	5	19	21	13
Gameplay	characters/player_badeline/dreamDash20	32	32	5	20	21	12
Gameplay	characters/player_badeline/duck	32	32	8	24	13	8
Gameplay	characters/player_badeline/edge00	32	32	7	20	14	12
Gameplay	characters/player_badeline/edge01	32	32	7	20	14	12
Gameplay	characters/player_badeline/edge02	32	32	7	20	14	12
Gameplay	characters/player_badeline/edge03	32	32	7	21	14	11
Gameplay	characters/player_badeline/edge04	32	32	7	21	14	11
Gameplay	characters/player_badeline/edge05	32	32	7	21	14	11
Gameplay	characters/player_badeline/edge06	32	32	7	20	14	12
Gameplay	characters/player_badeline/edge07	32	32	7	20	15	12
Gameplay	characters/player_badeline/edge08	32	32	7	20	15	12
Gameplay	characters/player_badeline/edge09	32	32	7	20	14	12
Gameplay	characters/player_badeline/edge10	32	32	7	21	15	11
Gameplay	characters/player_badeline/edge11	32	32	7	21	14	11
Gameplay	characters/player_badeline/edge12	32	32	7	21	14	11
Gameplay	characters/player_badeline/edge13	32	32	7	20	14	12
Gameplay	characters/player_badeline/edge_back00	32	32	11	20	12	12
Gameplay	characters/player_badeline/edge_back01	32	32	11	20	12	12
Gameplay	characters/player_badeline/edge_back02	32	32	11	20	12	12
Gameplay	characters/player_badeline/edge_back03	32	32	11	21	12	11
Gameplay	characters/player_badeline/edge_back04	32	32	9	20	13	12
Gameplay	characters/player_badeline/edge_back05	32	32	10	20	12	12
Gameplay	characters/player_badeline/edge_back06	32	32	11	20	12	12
Gameplay	characters/player_badeline/edge_back07	32	32	11	20	12	12
Gameplay	characters/player_badeline/edge_back08	32	32	12	20	11	12
Gameplay	characters/player_badeline/edge_back09	32	32	12	20	11	12
Gameplay	characters/player_badeline/edge_back10	32	32	13	21	12	11
Gameplay	characters/player_badeline/edge_back11	32	32	12	21	12	11
Gameplay	characters/player_badeline/edge_back12	32	32	12	21	12	11
Gameplay	characters/player_badeline/edge_back13	32	32	12	20	12	12
Gameplay	characters/player_badeline/faint00	32	32	8	23	13	9
Gameplay	characters/player_badeline/faint01	32	32	8	23	13	9
Gameplay	characters/player_badeline/faint02	32	32	8	22	13	10
Gameplay	characters/player_badeline/faint03	32	32	8	23	13	9
Gameplay	characters/player_badeline/faint04	32	32	9	23	13	9
Gameplay	characters/player_badeline/faint05	32	32	9	23	13	9
Gameplay	characters/player_badeline/faint06	32	32	9	24	13	8
Gameplay	characters/player_badeline/faint07	32	32	9	25	14	7
Gameplay	characters/player_badeline/faint08	32	32	10	24	15	8
Gameplay	characters/player_badeline/faint09	32	32	9	27	16	5
Gameplay	characters/player_badeline/faint10	32	32	9	26	16	6
Gameplay	characters/player_badeline/fall00	32	32	9	20	13	12
Gameplay	characters/player_badeline/fall01	32	32	9	20	13	12
Gameplay	characters/player_badeline/fall02	32	32	9	20	14	12
Gameplay	characters/player_badeline/fall03	32	32	9	20	14	12
Gameplay	characters/player_badeline/fall04	32	32	9	20	14	12
Gameplay	characters/player_badeline/fall05	32	32	9	20	14	12
Gameplay	characters/player_badeline/fall06	32	32	9	20	14	12
Gameplay	characters/player_badeline/fall07	32	32	9	20	14	12
Gameplay	characters/player_badeline/fallPose00	32	32	7	7	17	25
Gameplay	characters/player_badeline/fallPose01	32	32	7	6	16	26
Gameplay	characters/player_badeline/fallPose02	32	32	8	8	15	24
Gameplay	characters/player_badeline/fallPose03	32	32	6	11	17	21
Gameplay	characters/player_badeline/fallPose04	32	32	6	14	17	18
Gameplay	characters/player_badeline/fallPose05	32	32	6	17	17	15
Gameplay	characters/player_badeline/fallPose06	32	32	6	16	16	16
Gameplay	characters/player_badeline/fallPose07	32	32	6	16	15	16
Gameplay	characters/player_badeline/fallPose08	32	32	7	15	14	17
Gameplay	characters/player_badeline/fallPose09	32	32	8	15	13	17
Gameplay	characters/player_badeline/fallPose10	32	32	8	15	13	17
Gameplay	characters/player_badeline/flip00	32	32	11	21	14	11
Gameplay	characters/player_badeline/flip01	32	32	11	21	14	11
Gameplay	characters/player_badeline/flip02	32	32	11	21	13	11
Gameplay	characters/player_badeline/flip03	32	32	11	21	12	11
Gameplay	characters/player_badeline/flip04	32	32	11	21	12	11
Gameplay	characters/player_badeline/flip05	32	32	11	22	12	10
Gameplay	characters/player_badeline/flip06	32	32	11	22	12	10
Gameplay	characters/player_badeline/flip07	32	32	8	22	14	10
Gameplay	characters/player_badeline/flip08	32	32	12	22	11	10
Gameplay	characters/player_badeline/hair00	10	10	1	1	8	8
Gameplay	characters/player_badeline/halfWakeUp00	32	32	7	18	15	14
Gameplay	characters/player_badeline/hug00	32	32	8	23	15	9
Gameplay	characters/player_badeline/idle00	32	32	8	20	13	12
Gameplay	characters/player_badeline/idle01	32	32	8	20	13	12
Gameplay	characters/player_badeline/idle02	32	32	8	20	13	12
Gameplay	characters/player_badeline/idle03	32	32	8	20	13	12
Gameplay	characters/player_badeline/idle04	32	32	8	21	13	11
Gameplay	characters/player_badeline/idle05	32	32	8	21	13	11
Gameplay	characters/player_badeline/idle06	32	32	8	21	13	11
Gameplay	characters/player_badeline/idle07	32	32	8	21	13	11
Gameplay	characters/player_badeline/idle08	32	32	8	21	13	11
Gameplay	characters/player_badeline/idleA00	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleA01	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleA02	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleA03	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleA04	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleA05	32	32	8	21	13	11
Gameplay	characters/player_badeline/idleA06	32	32	8	21	13	11
Gameplay	characters/player_badeline/idleA07	32	32	8	21	13	11
Gameplay	characters/player_badeline/idleA08	32	32	8	21	13	11
Gameplay	characters/player_badeline/idleA09	32	32	8	21	13	11
Gameplay	characters/player_badeline/idleA10	32	32	8	21	13	11
Gameplay	characters/player_badeline/idleA11	32	32	8	21	13	11
Gameplay	characters/player_badeline/idleB00	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB01	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB02	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB03	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB04	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB05	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB06	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB07	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB08	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB09	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB10	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB11	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB12	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB13	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB14	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB15	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB16	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB17	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB18	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleB19	32	32	8	21	13	11
Gameplay	characters/player_badeline/idleB20	32	32	8	21	13	11
Gameplay	characters/player_badeline/idleB21	32	32	8	21	13	11
Gameplay	characters/player_badeline/idleB22	32	32	8	21	13	11
Gameplay	characters/player_badeline/idleB23	32	32	8	21	13	11
Gameplay	characters/player_badeline/idleC00	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleC01	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleC02	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleC03	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleC04	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleC05	32	32	8	20	13	12
Gameplay	characters/player_badeline/idleC06	32	32	8	21	20	11
Gameplay	characters/player_badeline/idleC07	32	32	9	22	21	10
Gameplay	characters/player_badeline/idleC08	32	32	8	22	22	10
Gameplay	characters/player_badeline/idleC09	32	32	8	21	22	11
Gameplay	characters/player_badeline/idleC10	32	32	8	21	22	11
Gameplay	characters/player_badeline/idleC11	32	32	8	20	21	12
Gameplay	characters/player_badeline/idle_carry00	32	32	8	18	12	14
Gameplay	characters/player_badeline/idle_carry01	32	32	8	18	12	14
Gameplay	characters/player_badeline/idle_carry02	32	32	8	18	12	14
Gameplay	characters/player_badeline/idle_carry03	32	32	8	19	12	13
Gameplay	characters/player_badeline/idle_carry04	32	32	8	19	12	13
Gameplay	characters/player_badeline/idle_carry05	32	32	8	19	12	13
